Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104
Metabolite Name,54C,29H,6H,37H,56C,154C,68C,10C,9C,78C,52H,62C,88C,34H,56H,132C,66C,13H,31H,11H,74C,1C,130C,10H,114C,9H,35H,112C,21C,142C,45H,118C,41H,170C,52C,122C,108C,40H,64C,72C,98C,148C,116C,96C,166C,17C,140C,60C,49H,36C,20C,100C,33H,8H,81C,14C,164C,152C,28H,23H,44H,134C,7H,158C,168C,3C,146C,54H,57H,94C,12H,34C,42H,136C,46H,172C,55H,120C,14H,35C,24H,48H,20H,156C,16H,48C,30H,17H,27H,50H,144C,110C,21H,15H,160C,45C,19H,70C,39H,150C,92C,58C,47H
Factors,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy
480.3115,527.351,453.629,1015.376,714.515,1099.208,426.984,752.771,659.517,639.352,255.439,445.028,883.649,607.538,591.46,504.906,572.215,714.201,591.028,662.722,643.227,762.327,688.945,530.353,816.226,1112.651,864.187,697.721,819.446,343.011,964.452,600.817,1315.909,771.832,815.293,674.15,733.312,682.001,468.499,1083.455,1006.984,1400.321,896.591,1028.736,1166.455,925.816,1479.648,1499.808,1169.998,643.514,1016.81,1175.577,1098.982,1056.016,1309.113,1242.925,1156.313,1079.764,1044.562,1150.511,625.347,433.493,526.623,943.029,858.617,535.117,1168.663,1254.171,900.051,570.423,807.737,499.331,1045.968,435.342,858.176,937.262,903.323,630.368,1402.556,1457.057,1612.46,1259.934,865.98,1393.947,1273.367,1360.158,888.01,1623.237,2175.739,1000.324,1229.267,1339.879,931.574,1184.223,1111.321,1385.435,1212.535,724.285,1260.265,1035.53,1660.911,842.528,822.937,1423.796
203.0848,57.804,84.698,79.661,58.966,54.863,59.454,47.771,36.449,38.294,44.851,57.889,70.321,39.096,64.201,57.826,55.456,49.622,33.44,57.297,56.642,50.926,31.662,50.602,56.615,59.897,41.965,52.665,58.215,66.499,51.888,48.697,66.195,45.462,33.094,56.948,71.769,83.13,53.82,51.97,41.83,57.202,45.806,67.919,41.211,41.067,51.845,43.21,30.969,68.478,52.906,48.174,43.785,42.121,43.831,47.459,36.323,49.055,31.304,41.297,59.276,37.439,32.839,49.685,31.151,36.891,20.642,43.005,33.079,45.7,31.716,62.706,36.928,48.528,29.67,41.584,51.232,32.779,44.702,41.965,28.254,52.388,33.716,33.15,35.9,46.474,38.422,43.297,32.354,37.044,40.641,24.939,38.09,58.897,35.862,40.222,24.645,31.177,36.357,40.041,35.745,45.103,38.747,45.967
435.297,2.127,1.958,2.63,2.451,2.888,1.872,2.418,2.223,2.406,1.627,1.679,2.083,1.723,2.082,1.61,1.537,2.054,1.705,2.303,1.736,2.482,2.102,2.33,1.957,2.643,2.452,2.274,2.101,1.687,2.091,1.778,2.48,1.833,1.6,2.367,1.993,4.521,2.222,2.896,1.088,2.508,1.451,3.398,1.796,2.672,2.809,2.393,2.972,1.917,2.632,3.219,2.124,2.186,2.405,2.266,1.699,2.87,2.152,2.343,2.506,0.779,1.396,1.722,1.815,1.196,1.238,2.885,1.835,1.501,1.512,1.321,1.384,1.27,1.57,1.328,1.702,1.393,2.366,2.494,2.729,2.61,1.703,2.914,1.568,1.784,3.208,2.136,2.466,3.014,2.519,2.453,1.993,3.602,2.243,3.134,1.789,2.201,2.073,2.266,1.749,1.542,2.025,1.306
145.0975,2.354,2.696,2.29,1.499,2.633,2.567,1.399,1.508,2.206,1.47,2.731,3.274,1.427,1.698,1.351,2.185,2.414,1.138,1.41,3.285,2.804,1.563,1.912,2.482,3.113,2.236,1.945,1.901,2.977,1.092,1.588,3.158,1.818,1.854,2.203,2.584,3.721,1.122,1.674,0.905,2.596,2.06,4.548,1.621,3.103,3.699,2.369,2.444,3.264,3.779,3.962,0,1.851,1.702,0,2.661,0,2.021,2.19,2.162,1.202,1.74,2.081,2.241,1.582,0,2.281,0,3.826,0,1.857,2.561,1.824,0,0,3.192,1.518,2.24,2.41,2.254,4.143,1.969,2.023,2.355,2.152,3.386,1.332,3.361,1.696,1.506,1.929,1.666,3.402,1.65,2.973,1.486,1.976,2.268,1.509,2.583,2.226,2.292,2.889
239.0172,2.632,1.965,2.283,1.399,1.836,1.954,1.532,0,1.654,0,1.782,2.543,0,0,1.298,1.781,2.068,1.841,1.348,2.677,1.853,1.32,1.966,2.446,1.277,0.745,0.998,0.889,1.567,1.173,0.915,2.276,1.099,1.047,0.885,1.655,2.141,1.47,1.95,0.744,1.835,1.186,2.079,1.407,2.094,1.682,1.378,1.977,2.377,2.716,2.068,1.743,0.78,1.463,1.981,1.461,1.857,1.316,1.047,1.383,0.854,0,1.09,0,0,0,1.429,0,1.666,0,0,1.267,0,0,0,0,0,2.081,1.378,0.976,1.324,1.246,1.783,1.093,1.513,0.974,0.596,0.957,0.909,0.745,0,0.885,1.793,0.765,1.391,0,0,0,0,0,0,0,1.793
367.1582,96.128,432.959,861.625,282.394,454.459,421.183,512.582,590.969,851.51,499.595,482.109,481.652,859.94,370.886,223.978,206.042,256.619,1039.297,229.162,373.724,674.395,212.029,381.313,511.135,584.176,488.241,179.446,343.284,168.56,319.945,204.478,296.114,224.766,381.53,37.604,371.327,293.233,642.995,474.648,725.593,277.596,213.95,298.075,230.478,1295.787,103.125,426.483,394.643,301.983,278.601,247.821,212.918,669.138,445.868,246.228,432.334,156.684,433.722,288.841,199.75,316.797,307.73,212.51,505.696,605.852,29.599,325.44,190.706,206.733,155.989,334.613,415.597,695.487,965.98,438.146,725.339,474.889,648.99,270.522,680.062,97.479,724.942,379.168,436.62,398.221,638.212,148.606,394.303,895.906,333.096,621.709,112.05,490.768,461.937,152.857,808.784,177.545,749.022,522.951,339.158,38.241,539.589,9.019
566.3478,2.2,1.777,2.903,1.698,2.865,1.672,2.6,2.03,1.358,1.186,1.552,2.341,1.945,1.738,1.259,3.198,2.172,1.444,2.506,1.589,1.304,2.838,1.146,2.582,2.643,2.041,1.537,2.671,1.308,2.304,0.97,2.644,3.945,1.517,1.331,1.691,2.729,1.015,1.616,2.382,2.934,1.169,1.737,3.459,1.167,2.514,1.787,1.98,0.82,1.351,2.087,2.394,2.586,1.967,4.071,3.14,1.446,1.835,2.541,1.417,0.828,0.949,2.565,2.111,0.874,2.339,2.383,1.52,0.554,1.565,0.386,1.546,0.602,1.621,2.827,1.096,0.983,2.123,1.886,1.413,1.173,1.239,1.731,1.091,2.638,1.225,4.834,2.296,1.496,1.738,1.651,0.68,0.957,1.104,1.168,1.129,1.346,2.016,3.186,1.505,1.261,0.909,1.698
296.0859,25.894,18.921,16.379,8.711,23.7,17.955,12.679,8.926,19.05,10.822,13.545,15.431,9.972,15.292,9.102,11.632,15.205,8.394,14.05,22.114,13.668,14.498,9.451,11.548,17.585,9.078,19.488,21.302,22.671,17.158,20.561,13.291,11.846,13.933,11.768,13.477,18.255,15.561,25.766,10.917,19.829,13.107,29.254,17.475,18.838,25.736,19.295,23.383,23.725,28.969,41.045,20,16.846,12.684,18.783,16.308,10.444,18.508,13.263,16.741,10.842,11.917,12.504,17.234,10.831,15.812,8.539,12.535,21.306,7.512,17.899,14.064,21.541,11.06,21.088,16.855,12.156,17.365,25.091,22.329,31.133,14.657,29.957,24.661,18.884,31.94,18.292,12.898,17.601,17.07,12.875,18.784,26.179,19.955,24.714,16.428,16.476,22.172,19.301,26.918,17.638,25.508,21.152
499.2909,9.147,7.172,12.627,8.811,7.221,6.163,9.489,7.481,6.808,20.615,9.691,9.777,5.696,7.954,11.567,7.622,7.98,10.16,0,6.46,7.664,25.049,6.253,8.105,7.088,8.148,3.881,7.096,5.122,5.08,5.948,5.564,5.294,8.735,8.749,6.946,5.889,6.275,4.391,8.346,6.637,7.937,3.037,18.687,5.405,7.426,3.173,10.18,8.531,8.396,2.498,7.69,5.762,11.684,12.221,8.835,8.522,11.481,15.349,7.354,8.87,7.091,21.474,10.013,5.811,15.63,11.649,4.442,3.461,6.142,9.704,15.866,3.088,6.898,4.935,6.586,11.996,15.08,2.846,10.391,3.67,6.572,11.513,9.854,7.067,9.553,19.368,5.99,37.048,7.82,18.089,17.726,2.039,4.753,6.109,9.314,5.714,7.564,6.38,4.761,11.183,3.946,6.042
328.1518,0.942,1.36,0.732,0.686,0.61,1.284,1.016,0.853,1.349,1.017,0.837,0.856,0.767,1.325,1.467,0.834,1.437,1.335,0.79,1.101,0.503,1.071,0.466,1.071,0.634,1.574,0.759,0.916,0.924,0.623,1.082,0.506,0.856,1.094,1.853,0.712,0.586,1.079,0.918,0.794,0.312,2.202,0.437,0.95,0.64,0.766,0.831,4.154,1.373,1.199,0.369,0.454,0.678,2.465,0.597,0.681,1.104,2.067,1.569,0.945,1.779,0.209,1.285,1.323,1.469,1.156,0.695,0.793,0.596,0.689,1.799,0.279,0.934,1.229,0.894,1.088,1.267,1.276,0.696,1.429,0.54,0.392,0.998,1.807,0.482,0.467,0.894,0.145,1.853,0.693,1.945,1.496,0.825,0.643,0.856,1.398,0.482,0.179,0.976,0.739,0.562,0.792,1.146
514.2826,0,0,8.271,0,0,0,11.179,3.844,0,37.184,10.91,0,0,0,4.423,0,0,11.554,0,1.724,1.073,68.425,1.766,1.622,0,1.641,0,0,0,0,2.538,2.395,0,3.754,1.542,2.057,4.259,6.311,4.427,1.353,1.491,4.781,0,8.024,1.752,1.925,0,4.547,4.96,5.081,2.876,0,0,2.59,15.97,0,0,1.58,18.819,0,1.16,1.606,3.998,1.777,2.83,5.784,0.935,1.339,0,0,2.621,5.122,0,0,1.846,0,6.45,1.094,1.741,0.992,2.279,1.32,14.555,2.097,2.543,1.098,5.994,0.153,55.48,2.248,17.456,1.346,0.79,3.248,12.322,3.442,6.798,1.082,0.899,0,23.58,4.463,8.089
425.1157,0,23.741,51.351,14.357,25.353,24.677,25.929,35.035,51.703,28.852,27.268,24.455,52.676,21.096,0,0,0,63.327,0,18.56,35.914,0,18.969,26.563,30.065,21.118,0,16.536,0,15.001,0,0,9.728,17.921,0,17.094,0,32.171,23.371,37.029,0,9.738,0,0,63.702,0,18.805,0,0,0,0,0,33.92,20.049,0,20.713,0,19.13,11.79,0,10.545,0,0,18.164,22.5,0,0,0,0,0,0,13.746,27.358,38.746,13.355,25.842,16.071,25.291,9.073,25.498,0,27.824,13.278,15.524,14.029,23.759,0,12.2,36.165,11.389,22.863,0,15.014,16.392,0,34.643,0,30.083,19.05,0,0,20.177,0
592.2929,4.49,3.217,7.066,4.609,9.394,3.13,5.56,4.67,5.354,1.04,2.096,6.481,2.987,2.52,3.692,3.955,5.058,4.4,3.943,4.337,3.934,2.431,2.776,5.11,7.18,4.6,2.172,4.246,1.189,4.949,2.595,7.005,4.132,4.624,3.475,3.049,2.615,1.127,6.621,4.317,4.672,3.402,5.114,3.121,3.414,8.005,8.03,6.746,3.627,3.755,5.37,3.142,5.485,5.878,3.907,6.801,5.723,5.503,6.116,2.557,3.102,4.187,9.839,6.618,3.754,7.112,7.552,5.905,3.635,6.032,2.861,6.395,1.907,4.887,5.729,6.082,5.03,5.154,10.498,9.595,7.797,4.315,9.145,7.328,5.83,1.844,6.687,14.054,3.587,4.726,9.234,2.336,4.714,4.286,5.044,9.33,1.405,2.906,3.898,7.934,2.594,2.487,4.922
504.3095,4.946,7.228,39.584,15.275,14.337,11.045,16.186,19.884,8.704,19.948,14.239,20.913,17.472,18.586,13.881,16.728,11.378,17.298,11.015,12.627,13.678,44.54,11.651,18.926,15.694,9.728,21.037,7.737,8.451,14.523,9.987,27.77,10.37,22.644,6.975,9.13,11.426,9.087,15.36,29.133,18.687,17.168,16.31,70.668,9.777,18.263,11.137,10.116,6.182,19.673,8.286,26.154,38.08,27.789,28.568,33.946,29.505,24.041,21.512,29.845,15.74,15.966,38.309,30.409,8.527,24.034,48.322,16.823,4.588,15.574,27.246,21.561,8.589,20.971,17.846,16.289,12.698,39.278,13.981,17.507,8.873,36.672,16.132,6.858,46.327,16.079,59.076,22.276,12.575,12.611,5.77,9.226,1.956,9.415,6.403,8.463,21.408,53.077,24.776,4.185,3.228,6.915,19.296
554.4643,2.225,2.167,7,4.45,7.277,1.87,4.484,4.219,3.474,0.379,1.774,5.118,2.409,2.783,3.004,3.04,4.078,3.788,4.439,3.155,2.778,2.203,1.926,3.825,5.884,5.216,2.702,4.668,0.527,5.386,2.737,7.947,4.19,3.667,3.718,3.03,1.954,1.403,5.426,4.377,6.963,4.264,3.274,2.978,3.874,7.93,8.257,4.973,1.812,2.851,4.275,3.912,6.379,8.432,3.548,5.538,3.848,4.397,5.459,1.473,0.798,0.86,2.859,1.846,1.116,4.109,3.841,2.49,1.255,1.779,0.764,3.074,0.414,2.445,3.131,1.973,1.771,5.044,7.813,7.856,5.14,2.839,6.774,5.72,5.677,2.063,9.114,14.348,4.767,6.261,7.409,2.176,3.603,3.952,4.885,7.137,1.38,2.76,4.837,8.185,2.128,1.8,5.128
173.1128,7.909,9.534,9.364,7.816,6.386,8.091,7.314,6.615,5.948,6.976,8.718,8.134,5.645,9.453,8.727,8.889,9.971,4.212,7.224,5.704,6.044,5.235,4.935,4.399,5.487,4.642,7.246,5.933,7.593,5.672,4.793,6.727,4.426,3.21,7.769,5.995,8.27,4.946,5.971,4.565,4.508,5.515,5.264,3.444,4.546,4.792,4.08,3.321,5.443,4.64,3.699,3.701,5.517,5.198,5.33,5.056,5.995,3.733,4.762,4.218,3.315,3.358,4.829,2.845,3.375,2.582,4.961,3.18,4.526,3.035,5.752,2.582,4.478,2.445,3.52,3.321,4.464,3.244,3.446,1.773,5.353,3.369,2.056,3.364,3.462,3.823,3.996,3.316,2.139,4.204,1.715,3.524,3.414,2.452,3.029,0,0,3.392,3.92,0,0,3.365,3.079
331.1815,11.783,10.445,14.774,7.949,11.359,20.985,46.313,8.405,8.222,7.195,8.594,7.328,7.458,8.666,9.64,11.161,8.49,8.822,9.702,7.543,5.481,7.089,5.554,12.835,6.578,7.383,7.759,6.301,9.413,6.506,5.761,4.42,4.733,12.154,8.476,6.366,7.954,7.042,8.246,6.59,5.018,8.475,5.051,4.042,4.17,7.156,6.819,5.273,9.114,4.982,4.508,4.851,7.454,9.08,4.047,8.199,6.647,9.527,6.765,7.365,8.603,3.986,7.013,6.769,5.372,6.707,5.37,6.733,6.71,3.813,7.309,4.714,4.225,5.725,10.915,6.358,9.574,5.216,5.067,8.325,3.787,3.818,3.428,5.058,6.198,6.687,4.64,4.98,3.536,6.726,4.123,5.308,4.594,4.223,5.044,5.404,5.991,3.295,9.07,3.564,8.068,5.596,4.687
204.0842,2.576,3.094,3.199,2.283,2.699,2.94,2.363,1.466,2.218,2.023,2.222,2.526,2.379,2.643,2.332,2.393,2.323,1.857,2.567,1.961,2.292,1.267,1.862,2.457,2.439,1.786,1.613,1.803,2.435,1.618,1.653,2.366,1.618,1.297,1.966,2.529,2.675,1.577,2.06,2.164,2.772,1.414,2.785,2.392,1.599,2.008,1.65,1.219,2.826,2.322,1.848,1.996,1.392,1.317,2.222,1.784,1.327,1.274,1.368,2.354,3.859,1.385,2.261,1.652,1.534,1.425,1.481,1.124,2.167,2.604,2.032,1.414,1.848,1.199,1.137,1.616,1.107,2.434,1.988,1.302,1.789,1.201,1.211,1.091,1.704,1.444,1.444,0.997,1.418,1.374,1.33,1.392,1.307,1.087,1.597,1.375,0.923,1.155,1.179,1.455,0.818,0.931,1.376
507.222,0,0,0,9.042,0,18.054,9.312,627.195,0,77.555,0,0,0,385.781,84.41,0,115.662,0,0,0,0,0,150.444,0,0,72.217,0,0,0,0,86.191,0,6.416,229.912,3.929,3.558,0,100.364,0,77.107,102.291,457.283,11.857,8.267,157.236,0,0,0,216.627,335.092,15.124,0,29.728,0,5.388,0,0,0,122.89,174.579,101.499,6.481,163.921,12.884,238.47,0,76.416,5.823,0,0,0,81.671,0,0,0,0,4.252,0,42.268,0,2.373,92.408,4.037,1.948,0,79.257,0,2.715,25.914,74.242,46.64,0,238.702,102.245,78.721,55.574,57.62,0,0,0,64.346,0,8.365
545.3317,27.538,19.048,30.634,8.245,15.539,26.209,18.037,19.96,13.504,15.486,18.907,15.293,9.671,18.413,23.305,11.414,24.611,14.846,20.655,13.759,9.042,22.802,15.679,8.606,7.24,12.718,11.785,16.696,12.814,16.131,22.192,13.911,11.267,8.127,24.728,21.557,11.732,19.21,13.602,27.964,9.394,18.924,12.467,12.684,7.694,18.607,7.067,8.239,12.067,5.74,7.509,7.756,11.324,17.546,3.115,8.656,18.853,13.296,10.944,10.571,20.67,16.571,16.323,9.546,13.333,8.06,13.291,11.807,6.019,7.095,17.33,10.18,10.565,9.088,10.168,10.082,11.364,7.306,8.802,4.182,6.295,9.818,6.443,10.776,7.075,11.676,6.297,3.435,5.497,8.367,10.618,18.819,7.432,7.447,4.574,9.214,6.15,8.137,25.365,4.457,10.711,11.627,2.892
540.5288,0.853,0.769,3.017,1.778,3.395,0.678,1.897,1.749,1.416,0.03,0.66,2.339,1.042,1.097,1.284,1.328,1.732,1.704,1.9,1.303,1.16,0.81,0.634,1.611,2.576,1.824,0.855,1.958,0.039,2.194,1.093,3.442,1.727,1.482,1.363,1.069,0.518,0.511,2.332,1.861,2.915,1.899,1.08,1.215,1.55,3.244,3.383,2.082,0.579,1.052,1.575,1.459,2.783,3.705,1.281,2.198,1.409,1.857,2.224,0.315,0.12,0.15,0.715,0.39,0.098,1.453,1.304,0.765,0.157,0.433,0.028,0.93,0,0.666,0.929,0.432,0.583,1.832,3.351,3.273,1.916,0.94,2.759,2.27,2.143,0.167,3.578,5.632,1.746,2.363,2.985,0.52,1.118,1.331,1.692,2.793,0.205,0.61,1.684,3.069,0.529,0.362,1.9
325.0348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.326,0,1.934,0,2.868,2.896,0,0,2.746,0,0,3.327,0,0,2.214,0,3.02,2.102,1.501,0,2.418,3.336,1.66,3.446,2.879,2.668,0,0,0,0,0,0,0,0,2.181,0,0,0,0,0,0,5.678,0,0,2.42,2.654,0,2.169,0,2.348,0,0,0,4.339,2.203,0,3.38,0,1.524,0.995,0,0.412,2.423,1.34,1.863,1.652,0.623,0.254,1.487,0.253,0.388,1.173,3.385,3.105,0.641,0.355,0.802,1.615,3.158,1.127,2.109,0,2.001,1.16
554.5461,7.327,6.941,19.758,12.413,20.416,5.851,12.711,12.157,10.041,1.302,5.302,14.871,7.588,8.257,8.682,9.12,12.278,10.46,12.692,10.583,9.559,7.421,6.469,11.523,18.066,15.111,8.103,14.008,2.692,15.553,8.93,22.894,12.578,11.434,11.101,9.755,6.953,5.038,17.231,13.85,21.364,13.696,12.019,11.157,13.03,24.029,24.456,16.196,6.847,10.886,14.777,13.302,18.967,25.133,12.951,17.817,13.712,14.809,17.35,6.033,3.721,4.504,11.456,8.23,4.773,14.631,14.049,10.143,5.794,7.5,3.878,11.416,2.995,9.34,11.834,9.018,6.966,18.475,25.152,26.406,19.042,10.697,22.267,19.852,19.641,8.867,27.576,41.62,15.557,21.176,23.992,9.538,13.817,14.582,17.867,22.259,5.725,10.809,15.849,26.539,8.838,7.509,17.964
173.1015,1.36,0.998,1.233,0.866,1.635,1.399,1.216,0.987,1.079,1.063,1.423,1.583,0.992,1.333,1.367,1.462,1.57,0.743,1.225,1.388,1.579,1.183,1.202,1.13,1.627,1.12,1.548,1.282,1.86,1.125,1.376,2.16,1.153,0.934,1.467,1.323,2.053,1.047,1.433,0.957,1.846,1.256,2.266,0.995,2.333,1.923,1.704,1.254,2.424,2.577,1.847,1.008,1.04,1.14,1.864,1.192,1.288,0.994,1.127,1.508,1.318,1.421,1.383,1.15,1.016,0.96,1.591,1.284,2.101,1.24,1.77,1.068,0.946,0.82,1.259,1.175,1.246,1.189,1.371,1.029,2.22,1.119,1.083,1.34,1.201,1.847,1.308,1.215,0.833,0.945,1.03,1.562,1.514,1.208,1.263,0,0,0,1.416,0,0,0,1.434
280.6204,0,54.15,31.361,0,0,37.561,106.622,38.537,0,43.406,53.226,0,0,0,0,0,0,20.376,0,0,22.086,16.483,47.827,24.219,0,40.459,0,0,30.07,0,29.342,49.276,0,55.225,15.526,0,24.307,55.064,42.159,32.24,0,61.666,0,29.893,0,29.852,0,149.068,0,0,34.196,0,0,45.759,22.34,0,19.025,84.402,30.245,0,40.48,26.617,25.795,28.198,115.257,0,0,54.289,34.35,0,0,54.581,0,22.374,40.249,0,56.938,30.971,41.874,17.037,31.98,0,49.641,34.671,30.71,0,14.982,0,90.294,41.47,61.511,0,36.574,36.114,64.184,57.843,99.009,0,0,0,46.575,40.715,0
367.3208,0,5.32,21.404,2.424,3.96,3.771,6.126,11.273,17.151,6.177,7.597,4.738,21.929,3.183,0.997,0.748,1.011,32.209,1.046,3.353,12.491,0.297,2.713,9.809,8.159,7.006,0.069,3.778,0,3.055,1.018,0.878,0.363,3.819,0,2.784,0.266,15.488,6.057,18.383,1.151,0.546,0.515,0.279,42.721,0,6.843,4.145,1.696,0.567,0.48,0.181,17.277,7.049,0.049,4.039,0.027,5.722,1.693,0.079,2.364,1.028,0.124,4.139,12.601,0,2.217,0.187,0.057,0,0.542,2.469,14.357,25.862,4.49,11.445,8.917,9.162,1.529,12.842,0,17.784,2.934,4.766,3.787,7.227,0.075,5.417,26.793,3.298,11.899,0,4.388,5.403,0.026,22.068,0.073,16.474,9.451,1.692,0,8.003,0.001
530.2547,5.957,5.576,6.277,4.585,8.489,7.061,4.003,4.454,4.616,0,3.654,4.807,3.199,3.531,4.012,3.581,4.806,3.33,4.074,3.835,3.072,2.415,2.936,2.885,3.829,3.203,1.731,2.742,3.091,2.806,2.56,3,2.004,1.851,3.273,1.876,1.608,1.507,2.354,1.469,2.818,1.615,2.029,1.67,2.135,1.955,1.746,2.204,2.783,1.928,2.374,4.336,2.779,4.152,4.753,4.173,4.153,4.588,4.931,2.43,0.864,0.802,1.006,1.089,0.851,0.79,0.223,0.694,1.933,0.861,0.44,0.919,0.526,0.445,1.266,0.723,0.553,4.163,3.479,4.215,4.728,3.574,5.931,6.052,4.999,5.293,3.393,2.885,3.007,2.981,3.546,2.366,3.549,1.736,2.034,3.167,2.297,1.896,1.918,7.003,1.989,2.097,1.412
109.0287,1.196,0,8.045,1.241,2.879,8.602,4.107,2.38,2.642,0.266,0.748,0,0.982,2.122,1.51,1.739,1.762,2.991,5.151,2.495,2.619,2.627,0.059,4.543,3.33,0.399,0.401,0.26,3.308,0.97,0.877,1.825,0.658,2.55,0.254,0.119,0.489,0.088,2.428,2.351,3.406,0.885,0.028,0.067,0.522,0.316,0.447,0.283,6.703,5.236,0.21,3.791,0.182,0.393,0.837,1.581,0.793,2.865,0.375,2.396,0.152,0.59,0.339,0.452,3.668,1.515,1.948,0.296,2.483,0.609,0.261,1.54,0.043,5.379,1.365,0.155,0.237,2.068,0.637,0.612,1.21,0.093,0.569,0.122,4.282,1.565,2.867,0.435,1.299,8.616,0.366,0.206,0.676,0.205,0.762,1.593,1.382,1.325,0.026,3.477,0.147,1.023,0.667
498.2893,11.197,12.378,17.714,12.696,0,2.703,41.801,23.839,2.781,145.991,55.354,13.263,2.797,5.702,30.672,19.062,3.421,48.934,10.053,19.905,18.42,188.73,6.952,22.127,5.797,8.995,0.801,5.165,15.031,8.249,8.608,16.37,5.949,29.131,10.555,40.986,18.897,23.174,9.226,9.029,2.449,8.635,3.845,30.472,4.518,15.105,1.719,19.651,10.478,21.521,0.859,4.277,3.283,13.061,27.889,18.176,2.656,12.124,34.987,2.996,10.315,5.264,25.445,14.885,4.248,46.034,13.727,1.868,6.312,1.658,8.8,55.428,3.133,2.431,1.259,3.707,45.131,11.756,3.348,8.923,4.996,17.685,20.397,9.065,5.827,2.492,21.383,4.211,195.805,21.323,65.052,11.062,2.551,16.227,27.381,12.576,14.37,3.005,7.992,0.914,35.873,5.733,11.846
526.2592,7.368,7.36,7.671,7.53,11.892,11.184,6.485,9.201,8.983,0,6.618,9.096,5.779,7.118,8.051,7.975,10.843,6.687,8.847,5.285,3.984,3.693,5.529,6.12,8.334,7.976,4.064,5.793,6.464,6.175,5.964,8.423,6.982,5.789,7.588,6.923,3.748,3.118,5.186,4.221,7.252,4.884,5.764,4.644,5,5.628,4.445,6.813,6.203,6.38,5.682,7.724,7.405,11.31,9.929,10.321,8.959,11.061,11.446,4.397,4.099,5.76,4.917,4.711,5.08,4.459,2.604,4.625,8.318,5.009,2.785,3.903,2.842,4.612,5.25,5.383,3.384,5.503,7.445,8.759,10.9,7.131,13.432,12.563,10.392,7.914,8.073,8.988,6.011,7.994,11.913,5.423,9.36,5.807,6.421,9.625,4.506,3.128,5.459,20.849,4.95,5.678,6.052
581.3093,13.074,6.951,10.729,9.892,12.839,7.069,9.692,9.496,9.585,9.623,10.042,13.345,7.473,7.378,8.211,4.987,7.942,8.653,5.933,2.972,6.393,5.274,4.536,4.953,3.513,4.041,4.289,2.568,3.417,4.824,3.881,6.899,5.395,5.535,14.003,6.529,0,5.357,0,5.412,0,4.475,0,0,0,0,0,0,0,0,0,7.479,2.93,5.905,8.6,5.385,8.402,8.219,5.863,3.544,4.802,4.464,17.731,3.66,3.799,2.27,3.153,3.617,1.203,2.351,1.26,2.721,1.831,2.534,1.254,2.69,1.016,7.791,3.356,4.661,4.835,10.387,3.842,7.077,3.782,5.465,2.368,3.859,3.38,4.142,2.966,9.057,4.76,2.512,3.946,3.55,3.983,6.233,4.649,2.139,8.395,5.939,8.494
