Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104
Metabolite Name,54C,29H,6H,37H,56C,154C,68C,10C,9C,78C,52H,62C,88C,34H,56H,132C,66C,13H,31H,11H,74C,1C,130C,10H,114C,9H,35H,112C,21C,142C,45H,118C,41H,170C,52C,122C,108C,40H,64C,72C,98C,148C,116C,96C,166C,17C,140C,60C,49H,36C,20C,100C,33H,8H,81C,14C,164C,152C,28H,23H,44H,134C,7H,158C,168C,3C,146C,54H,57H,94C,12H,34C,42H,136C,46H,172C,55H,120C,14H,35C,24H,48H,20H,156C,16H,48C,30H,17H,27H,50H,144C,110C,21H,15H,160C,45C,19H,70C,39H,150C,92C,58C,47H
Factors,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Healthy,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Healthy,Class:Cancer,Class:Cancer,Class:Healthy,Class:Cancer,Class:Healthy,Class:Cancer,Class:Cancer,Class:Cancer,Class:Healthy
457.2788,8.689,16.432,8.38,13.018,6.605,11.697,7.038,3.657,8.665,15.758,13.745,12.637,4.933,14.545,16.29,17.501,11.379,8.444,13.604,8.159,4.368,5.002,6.478,8.353,5.908,8.969,13.79,8.935,8.231,12.024,11.084,5.334,10.854,4.014,17.126,8.53,11.001,11.799,11.25,6.62,4.226,8.898,6.104,4.127,3.686,11.079,3.541,9.675,12.281,7.21,4.099,5.442,9.752,7.627,5.883,6.287,5.611,6.59,11.17,13.49,9.832,9.101,5.786,2.803,5.841,4.921,4.15,8.334,8.169,5.333,9.951,3.632,12.928,4.394,9.282,3.315,7.409,2.233,5.177,5.144,7.567,6.367,7.012,3.948,5.196,5.52,7.836,3.711,6.605,10.039,3.895,6.112,5.19,5.396,4.231,5.199,4.987,3.058,8.601,0,9.635,6.762,4.592
557.4563,7.326,9.582,9.845,32.182,6.13,22.014,7.325,7.853,3.991,10.969,9.089,2.168,6.384,15.086,21.946,9.017,23.097,4.933,7.022,1.855,5.45,24.907,17.713,0.73,4.661,21.7,54.083,4.705,10.421,16.902,3.382,8.375,10.566,20.426,28.08,14.111,8.546,41.751,4.581,40.599,17.689,16.648,75.914,22.897,15.934,85.341,6.406,19.527,0.983,12.15,12.652,5.876,12.186,13.019,4.982,15.49,7.759,8.756,20.157,4.9,0.961,4.704,2.161,6.254,4.771,31.135,2.841,4.215,1.887,6.653,6.174,5.655,1.097,3.649,4.005,7.964,1.095,13.276,1.614,53.399,0,10.51,6.753,3.463,4.565,32.921,35.166,7.376,6.133,8.205,3.924,6.048,1.108,5.584,7.28,23.005,24.768,81.949,53.962,6.701,9.452,10.997,5.375
311.2221,16.729,0,17.636,7.165,76.478,14.154,15.03,46.768,15.91,15.747,13.744,41.308,0,10.287,11.323,16.231,22.141,12.314,10.054,21.923,0,60.723,15.34,9.724,19.833,8.544,11.976,5.641,33.856,13.05,8.518,28.962,9.857,14.442,8.833,20.446,11.284,6.348,86.87,9.563,9.692,23.767,0,0,12.988,15.166,15.231,29.442,9.951,0,0,0,16.53,0,0,15.628,0,21.052,0,0,16.54,0,0,20.327,0,0,29.216,0,27.615,0,0,0,0,0,0,0,13.564,0,19.01,0,24.838,31.748,9.378,0,14.423,11.477,17.572,0,5.452,0,10.817,0,0,9.629,18.659,0,0,0,15.881,13.687,0,0,40.493
437.3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.699,7.949,24.616,14.868,6.748,0,26.642,14.791,9.728,0,19.231,18.339,10.617,11.498,13.439,14.406,16.187,0,25.351,9.723,0,0,21.73,25.596,0,0,14.092,0,0,0,0,0,0,17.725,0,0,13.876,0,14.16,12.933,22.259,0,11.207,12.233,17.43,0,0,0,9.92,11.971,0,14.941,0,0,0,0,18.095,10.106,9.252,3.548,6.68,3.232,11.115,15.225,3.221,5.571,28.676,9.985,3.022,11.254,14.594,15.551,5.854,4.02,21.431,5.57,5.121,10.547,3.302,14.911,0,6.509,10.369,2.711
471.1106,0,13.81,46.598,15.596,0,19.918,16.483,14.83,77.835,23.272,13.79,22.537,29.627,18.174,20.068,0,0,47.465,13.101,9.808,33.7,8.28,8.352,26.516,15.731,15.678,5.845,10.071,6.26,9.025,8.199,6.6,8.045,22.454,15.975,8.748,9.761,29.1,13.067,27.202,22.935,21.815,0,22.407,42.629,0,16.445,14.376,14.56,12.523,0,7.857,7.741,10.349,14.853,10.228,5.64,55.668,11.124,9.679,33.85,6.629,15.108,24.685,25.496,0,10.914,2.821,8.059,10.09,25.744,8.74,12.242,39.196,5.775,10.548,17.792,63.108,4.164,35.761,0,6.423,4.861,39.646,5.167,12.022,4.122,9.254,17.194,7.726,10.406,4.314,3.743,7.493,3.16,51.242,5.945,32.655,0,18.129,0,11.827,0
188.0453,43.853,33.465,39.326,20.982,43.253,29.927,26.538,25.17,34.968,28.017,30.342,60.913,28.715,34.978,26.09,38.929,28.731,16.594,20.541,34.267,40.854,23.042,50.52,29.282,32.417,22.509,15.256,21.183,36.092,20.816,18.573,44.585,12.861,20.262,27.171,33.007,40.678,18.005,21.823,28.183,22.077,21.205,33.953,15.803,19.235,30.25,14.962,19.387,26.146,35.426,38.154,28.905,16.755,23.997,27.204,32.878,27.891,16.985,18.863,0,18.479,25.998,23.92,22.7,21.072,0,23.622,0,26.629,0,19.616,27.47,21.531,0,0,34.633,0,25.281,16.764,23.662,18.608,17.764,20.887,17.297,13.233,28.809,9.763,24.765,13.64,11.324,14.137,17.487,29.479,15.796,22.807,0,0,21.834,13.828,0,19.998,0,22.891
409.2349,0,1.06,1.618,1.095,1.484,0,1.058,0,1.358,0,0,1.274,0,0,1.037,0,0,0,1.338,0.586,0.368,0.264,0.314,0.612,0.74,0.994,0.733,0.677,0,0.706,0.609,0.845,0.758,0.478,1.123,0.403,0.503,0.408,1.618,0.601,0.818,0.71,0,0.169,0.48,1.418,1.261,2.488,1.198,0.553,0.622,0.563,1.606,1.137,0.928,0.888,0.893,0.789,1.858,0.371,0.858,0.307,0.813,0.408,0.575,0.964,0.597,0.639,0.308,0.268,0.233,0.422,0.341,0.22,0.983,0.432,0.549,0.224,1.281,0.908,1.422,0.415,1.419,0.545,0.415,0.458,1.229,1.038,1.005,1.76,0.891,0.143,0.565,0.536,1.435,1.107,0.265,0.146,0.565,0.475,0.194,0,0.709
537.4153,3.678,43.138,12.654,12.261,15.306,34.974,11.123,8.323,7.788,8.401,21.693,14.357,1.859,15.544,49.08,3.597,28.086,31.114,24.458,5.295,9.213,71.568,24.415,4.819,5.088,28.534,22.763,12.728,5.536,23.399,29.65,18.538,6.465,24.648,14.023,20.847,6.006,31.716,2.483,9.126,10.434,64.013,29.509,8.859,7.215,32.912,1.331,19.07,0.676,2.303,0.035,9.285,55.285,13.706,5.365,21.827,16.741,39.223,53.976,71.684,11.34,23.398,86.776,27.496,20.673,18.27,4.27,12.998,5.681,0.422,36,11.313,5.61,8.493,1.05,54.98,31.827,14.131,5.335,13.833,2.053,24.845,54.437,6.271,10.517,129.236,38.706,1.662,23.445,23.222,29.825,10.938,4.692,29.666,10.198,6.895,12.372,7.13,39.458,6.505,6.913,13.314,1.241
301.2016,39.651,53.051,33.098,47.359,23.43,56.254,45.54,31.48,29.724,39.891,52.967,42.286,26.79,59.218,61.613,56.695,57.076,40.411,56.336,44.059,25.452,33.51,24.133,40.15,22.903,39.045,44.437,43.089,48.995,46.812,52.495,27.491,49.01,16.472,55.594,38.222,38.29,45.106,37.677,39.16,22.652,41.579,31.674,19.376,20.656,44.784,23.013,21.787,44.614,23.825,22.183,18.148,37.225,36.926,12.431,27.292,39.003,31.724,34.634,46.448,57.105,32.23,47.748,15.645,36.906,26.264,48.486,48.206,46.685,27.721,51.904,19.608,51.235,27.34,54.509,29.146,48.377,15.241,39.69,12.376,29.726,37.114,18.271,25.454,28.792,17.089,28.694,21.91,27.44,39.626,16.109,44.338,35.286,31.238,23.378,23.056,18.062,22.188,51.214,15.682,40.254,41.918,32.35
273.1711,888.45,1267.538,719.708,992.95,608.572,1195.387,1056.276,670.588,756.681,936.511,1178.382,951.466,727.295,1335.062,1258.881,1189.376,1127.595,947.259,1149.284,1144.921,603.047,703.025,586.398,1022.066,660.252,978.715,1099.355,979.657,1154.396,997.6,1212.898,691.45,1184.558,466.141,1260.931,923.591,1058.483,1028.671,935.31,832.253,624.009,937.01,821.14,550.039,607.667,1015.347,612.692,597.545,1193.638,741.337,643.289,548.14,930.149,843.725,522.223,744.793,1002.58,753.814,881.976,1116.964,1198.983,772.499,1130.821,474.774,909.919,773.236,1039.519,1237.737,1344.486,807.907,1290.695,585.256,1454.248,665.578,1385.292,775.054,1118.477,524.641,1136.057,429.626,917.223,1113.015,650.326,754.109,867.045,585.55,837.138,689.95,837.01,1117.88,492.034,1212.695,1069.584,1020.05,833.13,639.555,545.974,645.898,1216.733,564.814,1039.487,1121.264,1009.651
589.298,1.817,0.55,0.825,1.488,1.317,0.659,0.435,1.506,4.356,0.927,1.103,14.933,0.379,0.43,0.939,2.022,1.511,2.592,0.411,0.214,1.454,3.403,0.451,0.388,0.916,1.51,0.052,0.483,0.212,0.553,1.645,0.047,2.654,2.882,5.422,0.212,1.435,0.602,0.755,0.977,1.05,1.582,0.101,1.523,0.462,0.219,0.045,3.464,3.111,0.537,0.988,0.759,0.103,0.553,1.352,0.811,0.116,2.291,3.89,2.004,3.695,0.679,0.662,0.354,1.777,7.893,0.903,0.97,0.058,0.18,0.502,0.29,0.223,2.664,2.79,0.981,0.904,0.945,0.001,0.467,0.208,0.442,0.421,1.956,0.102,0.515,0.183,0.774,0.221,0.28,1.93,1.001,0.027,0.261,0.53,1.761,1.95,0.202,0.282,0.71,1.94,0.56,7.989
467.3727,7.279,36.635,10.656,13.807,22.529,29.862,18.028,12.154,11.128,7.296,26.202,17.464,1.586,22.032,36.594,5.928,23.345,24.47,23.441,9.633,10.17,84.617,19.735,7.326,7.761,26.981,29.446,13.547,7.818,22.162,35.925,18.095,11.524,25.057,11.173,22.389,8.635,33.515,10.243,7.984,9.052,49.728,37.64,5.043,10.536,32.748,2.42,19.214,3.697,4.957,0.883,8.79,54.625,13.6,1.872,24.149,22.563,39.593,30.978,66.783,15.423,25.266,54.673,43.013,23.934,17.015,4.298,26.175,12.019,0.927,48.413,13.821,7.956,14.001,5.913,55.369,38.399,11.764,9.743,9.552,6.277,24.936,45.402,8.317,10.427,91.236,32.749,2.61,26.438,30.595,24.566,10.798,5.758,32.248,13.335,6.962,11.53,4.904,40.948,5.594,6.973,18.454,3.173
541.2641,51.485,37.78,28.605,38.335,29.576,24.283,27.588,41.981,23.009,45.301,37.231,53.505,39.261,38.297,47.995,40.425,76.298,24.59,20.204,9.686,26.759,27.919,35.1,19.335,71.362,24.074,17.094,22.845,33.482,42.278,14.571,25.642,43.34,60.823,23.751,57.593,18.28,12.357,24.288,24.978,17.314,17.945,28.176,29.337,23.805,11.63,31.682,21.932,24.03,36.232,17.704,28.98,8.663,16.443,52.682,59.763,21.08,30.697,42.838,21.731,39.246,42.389,18.717,38.357,34.553,25.159,28.599,30.065,51.286,69.742,21.571,19.289,30.642,19.706,46.158,36.128,18.935,31.315,9.689,33.876,29.813,10.261,35.989,27.316,20.968,40.659,11.991,15.965,23.096,17.402,23.891,16.288,14.733,37.78,20.934,45.827,36.014,29.191,18.3,49.592,33.069,28.813,12.093
259.1545,60.364,90.601,50.479,70.444,39.655,83.622,74.635,44.661,49.551,63.757,82.099,63.878,49.179,91.526,91.091,86.36,76.159,56.623,80.681,60.601,35.604,43.07,35.839,54.289,40.686,62.142,72.146,63.817,71.253,66.37,69.85,42.199,69.021,26.907,84.338,57.029,64.933,68.629,57.421,54.438,38.064,59.29,50.962,33.995,35.25,62.83,36.558,35.142,79.718,41.443,38.748,31.987,61.989,53.785,30.508,43.758,55.543,43.101,53.553,68.637,67.258,44.676,70.029,27.005,52.292,44.348,63.42,65.676,68.882,44.523,84.011,31.713,74.376,36.768,85.777,41.33,73.837,29.97,60.057,22.647,53.891,57.755,28.304,41.945,49.263,32.673,51.806,38.449,42.577,72.442,26.313,72.326,58.391,47.655,45.409,35.228,28.481,36.033,63.832,29.425,58.406,63.773,57.952
267.0734,0,0,156.817,0,126.733,111.131,129.778,104.653,0,0,27.979,0,96.753,0,46.879,179.087,46.633,72.674,0,134.81,89.984,183.143,84.292,158.97,172.54,70.983,22.495,182.739,137.13,132.006,196.382,103.348,53.752,121.538,42.089,195.117,127.353,114.708,31.559,168.694,185.468,102.983,174.949,184.529,160.452,0,90.67,0,0,127.83,57.042,35.85,22.167,164.131,33.369,84.728,134.509,53.35,0,0,254.588,0,51.395,115.118,134.111,0,101.817,35.781,90.552,29.396,71.263,60.092,225.248,106.914,24.024,156.529,0,99.896,67.206,0,0,151.491,83.796,126.617,101.681,32.145,0,91.547,0,18.921,68.316,190.027,201.884,51.852,0,31.037,59.316,195.048,77.636,130.795,0,122.671,68.405
167.0214,1280.42,1088.713,1115.052,949.522,1521.147,1454.131,1327.224,1144.352,1451.327,1585.807,1063.706,1425.671,1449.056,1173.588,1252.525,1264.515,1634.947,1140.883,903.055,1223.275,1706.166,1354.151,1805.442,1062.849,1198.947,720.019,964.518,1418.925,1733.699,1080.889,971.6,1357.998,1091.492,1426.284,1174.443,1655.456,1442.344,1128.491,1454.689,1076.276,1078.226,1053.961,1855.146,1804.773,1299.935,1213.227,1065.695,1416.143,1122.507,2074.582,1365.293,1448.058,689.731,1281.683,2317.324,1516.72,1950.154,1373.101,1172.433,1076.643,1410.996,1515.668,1701.883,2051.295,1843.845,1317.474,1109.693,920.09,1574.645,1250.059,1442.484,1895.461,1395.081,1214.783,1176.71,1973.494,1038.767,1305.946,1134.722,1431.584,1406.079,931.412,1194.891,1443.752,1182.945,1264.848,811.509,985.705,1017.629,958.39,908.425,1819.31,1232.596,1338.671,1651.169,1021.31,1043.832,1343.201,929.732,1234.622,1702.444,1677.311,695.098
459.2597,91.115,121.736,76.665,82.777,55.939,98.11,94.755,60.101,74.429,100.581,113.294,82.739,63.697,107.844,124.795,109.684,99.891,66.597,113.814,82.391,50.752,57.141,57.378,72.383,48.029,70.709,102.901,94.35,83.23,90.333,111.026,60.861,105.078,34.409,143.789,80.946,88.419,91.782,86.395,75.808,52.91,84.585,63.156,51.708,40.447,100.669,49.28,61.628,114.352,59.732,53.276,44.355,85.353,67.769,55.323,66.242,75.219,62.068,90.808,83.464,120.834,82.016,83.508,34.013,79.864,60.424,86.425,104.751,97.535,82.752,124.706,53.131,131.864,53.888,121.784,44.792,101.622,40.598,79.11,33.459,71.331,91.096,57.237,56.355,66.687,53.429,79.953,49.728,66.443,105.199,48.276,95.685,73.567,72.52,54.882,65.479,42.178,51.192,108.731,37.719,89.387,96.205,64.951
317.1128,15.516,21.29,13.904,16.28,0,21.093,17.427,11.031,13.09,16.117,19.645,14.899,13.157,22.508,21.839,22.515,18.14,14.268,21.419,16.924,9.758,10.685,8.632,14.414,10.673,13.47,16.831,15.69,18.604,15.811,18.051,10.491,16.188,6.772,20.889,13.735,14.914,15.983,14.649,13.749,9.885,14.107,11.448,7.606,7.927,14.817,9.178,9.307,19.405,10.947,8.757,8.316,14.616,12.165,6.521,11.025,12.309,11.603,12.338,15.741,16.673,10.889,16.356,6.255,12.164,10.613,11.791,14.507,16.429,10.188,19.524,6.307,16.759,8.569,17.924,9.014,15.667,6.846,13.565,4.204,12.103,12.193,5.601,8.89,11.075,7.15,11.481,7.926,8.982,15.035,5.83,15.676,11.201,10.026,9.343,9.046,6.512,8.415,14.321,6.527,11.572,13.643,12.43
263.6275,5.374,5.038,5.462,8.901,6.31,1.18,6.769,14.018,8.398,14.867,6.551,5.826,6.388,8.991,17.808,3.061,2.87,10.165,6.264,7.388,15.271,14.711,11.097,8.899,5.403,9.547,2.647,3.536,5.554,3.913,6.171,19.301,3.864,18.4,32.5,7.605,17.792,5.668,17.618,4.716,7.041,23.147,2.708,34.033,3.779,4.573,3.109,10.825,2.575,16.661,27.685,6.34,9.73,10.294,17.305,10.276,5.12,15.185,8.5,3.964,11.748,13.241,15.581,15.904,17.153,15.105,14.557,5.562,11.047,1.384,7.28,4.447,9.998,11.461,2.827,10.922,14.566,9.946,3.827,2.723,4.915,13.648,10.834,26.469,9.199,6.925,5.286,4.888,9.912,4.078,25.907,10.966,8.371,12.374,11.46,11.26,18.533,3.454,4.233,4.702,10.38,14.318,24.836
279.6136,8.419,42.267,19.541,5.563,7.396,38.415,50.253,16.899,9.292,50.331,28.165,12.032,26.077,22.742,27.941,4.411,17.985,28.803,7.877,1.895,11.629,25.817,35.347,15.673,10.777,25.704,3.126,15.975,17.46,5.655,14.53,14.074,9.072,39.689,41.246,27.542,25.593,23.051,20.198,12.829,4.481,43.386,1.369,14.44,10.801,29.125,2.952,138.346,6.855,19.238,16.086,6.933,3.938,31.388,20.692,27.777,22.291,48.152,42.08,5.948,22.757,17.714,21.619,22.124,46.152,9.409,16.917,13.799,16.651,46.375,23.055,13.963,37.112,15.874,11.895,24.772,32.386,44.984,21.394,41.931,7.947,3.791,39.52,17.65,11.079,11.126,13.974,2.733,50.263,18.107,31.886,23.864,25.562,21.492,30.788,45.913,21.534,5.452,5.961,27.725,22.392,19.19,1.79
336.6562,0,1.877,2.282,1.414,0,3.701,3.062,3.179,2.205,2.698,2.085,2.407,1.762,2.951,2.915,1.654,1.851,4.415,1.941,1.598,1.374,1.798,2.597,2.69,1.61,7.578,1.208,1.554,1.606,1.101,4.165,1.358,1.808,4.539,5.916,1.715,2.058,2.82,4.913,6.086,1.196,7.839,0,4.226,2.217,6.629,0,46.484,3.781,3.858,1.554,1.662,0.786,4.835,4.282,1.697,2.114,6.655,3.839,0,17.158,1.255,3.109,4.455,3.465,2.425,1.379,1.908,0,2.727,1.828,1.716,0,7.647,2.152,0,2.482,5.884,1.102,11.179,0,1.047,3.321,5.845,1.165,4.035,2.002,1.148,3.943,5.294,6.864,3.005,1.684,3.795,6.22,7.85,12.549,1.649,0.559,4.874,6.278,4.341,9.259
431.2276,16.69,22.76,15.347,15.329,9.947,18.358,17.882,12.486,13.968,16.52,22.077,14.029,11.47,21.245,24.182,20.386,15.873,11.069,21.787,11.644,8.382,10.382,10.056,10.915,7.757,11.555,16.719,15.574,12.223,14.746,16.559,9.991,14.657,6.176,23.345,13.19,13.497,15.533,11.801,13.778,6.801,13.158,7.52,6.815,5.311,11.606,6.023,5.721,14.192,6.764,6.315,6.912,15.212,14.975,9.823,11.181,14.779,10.005,14.325,11.536,14.919,10.937,11.9,6.058,12.122,7.3,12.913,13.202,11.106,11.677,17.974,7.631,15.953,6.909,17.471,6.225,14.3,5.212,8.24,3.738,9.277,9.837,6.169,7.738,9.344,5.51,10.074,6.769,6.418,14.116,5.918,12.326,10.462,8.561,6.356,7.248,5.626,6.094,12.073,4.027,10.312,11.308,7.403
509.382,0.959,13.447,3.675,3.119,4.427,8.166,5.245,2.824,3.224,2.499,9.692,6.256,1.651,4.721,14.906,2.396,6.328,11.409,10.059,2.091,4.488,15.748,9.276,2.806,2.879,11.391,7.72,6.398,4.417,9.639,9.741,5.708,5.364,8.755,7.035,9.123,2.323,13.612,2.155,3.309,3.131,15.665,10.574,3.058,2.948,8.851,0.962,5.605,0.518,1.648,0.946,3.945,13.238,3.611,2.22,7.771,5.358,11.306,13.978,17.966,3.043,8.136,13.404,10.211,5.215,5.998,1.848,4.817,3.493,0.677,10.883,3.248,1.927,2.987,0.697,14.503,6.476,7.248,1.706,4.976,0.868,8.087,12.235,1.464,3.568,26.509,8.888,1.508,7.167,9.236,10.811,3.871,1.868,13.277,3.542,1.929,4.887,2.294,12.984,1.457,3.602,4.709,1.281
439.3412,0,11.709,5.233,4.525,10.579,12.83,12.15,6.896,6.358,3.594,14.785,15.386,0,4.991,19.055,4.167,12.191,10.446,9.393,7.044,5.447,25.755,9.878,5.236,3.576,21.303,11.741,10.322,13.105,11.184,21.504,10.666,11.123,14.249,9.042,15.917,5.529,21.688,7.815,3.814,4.495,24.927,23.626,2.686,6.484,11.978,1.853,6.006,3.169,3.995,0,1.524,18.872,4.445,0,14.754,7.165,14.371,15.428,19.686,5.745,11.529,26.047,19.253,8.012,6.35,1.99,9.904,10.189,0,16.167,6.685,2.932,7.523,4.104,17.662,11.451,5.755,4.546,3.547,4.233,9.631,19.859,1.882,4.148,27.076,11.794,1.847,12.039,15.34,13.529,6.097,3.07,18.986,6.72,3.31,6.043,1.382,16.767,1.915,4.677,8.178,2.124
550.2448,0,0,0,4.057,0,0,3.312,4.366,3.192,7.034,3.082,0,0,3.802,8.453,0,0,4.568,2.507,2.096,4.903,4.767,3.232,2.345,0,3.203,0,0,0,0,1.839,6.993,0,6.277,11.981,2.254,6.4,1.625,6.817,0.908,1.395,7.844,0,9.389,0,0,0,2.134,0,3.279,6.888,1.772,3.327,3.565,14.991,3.007,0,5.278,2.653,0,5.233,5.285,7.899,5.805,7.335,6.569,5.199,1.465,3.92,0,2.129,0,3.297,3.473,0,3.025,5.712,1.263,0.348,0.153,0.495,3.25,2.784,7.793,1.723,0.918,0.797,0.612,2.834,0.321,8.618,1.601,0.68,2.426,1.963,4.173,7.033,0,0,1.575,2.206,3.862,6.655
395.1872,0,0,0,3.133,0,0,0,0,4.839,0,3.827,0,4.69,0,0,0,0,4.242,0,0,5.717,2.405,2.562,2.72,2.086,3.785,1.195,1.798,1.398,1.341,0.885,1.23,1.244,2.006,5.67,5.503,1.621,3.27,2.014,1.63,1.245,1.096,0,1.72,4.367,0,2.613,4.457,0,2.431,0,0.9,1.789,2.003,1.331,2.369,0.801,2.664,1.746,1.631,6.034,2.3,1.459,2.894,3.311,0,2.156,0,3.063,0.757,1.488,0.397,2.913,5.257,0.861,1.858,2.777,2.593,0.382,1.476,0,1.251,0.319,3.157,0.726,3.412,1.247,0.668,2.336,1.157,3.736,0,1.15,2.397,0.759,4.738,0.827,1.125,0,1.73,0.527,1.854,0
465.357,0,31.419,12.43,17.488,26.223,33.454,24.598,18.831,18.081,12.901,39.057,24.823,0,22.606,40.331,0,21.02,29.728,26.644,14.176,12.307,52.053,27.612,11.929,10.804,47.616,33.891,19.622,13.861,30.546,30.896,21.497,19.614,27.699,18.437,33.374,11.094,51.419,15.934,10.521,11.712,46.756,50.529,8.961,13.682,30.621,0,13.79,0,10.182,0,11.535,48.247,16.465,2.799,32.652,30.509,40.635,36.846,57.656,11.8,30.741,30.165,45.521,28.125,21.307,5.448,25.773,21.015,2.095,43.187,16.901,9.594,19.749,8.16,57.711,30.076,18.234,9.875,15.186,7.267,27.681,51.094,9.481,14.934,66.571,30.017,5.991,31.822,36.491,33.623,16.942,9.764,44.858,17.081,12.734,19.432,9.481,47.863,5.518,12.557,24.672,4.983
130.0857,31.136,25.134,23.847,15.013,30.918,19.555,18.638,16.413,24.099,20.269,23.444,41.853,19.859,25.329,21.031,24.271,21.008,10.663,13.772,23.672,26.575,16.234,34.707,17.845,23.478,18.354,14.605,16.601,26.644,15.776,14.778,33.716,10.715,15.362,18.833,23.183,33.461,12.692,16.668,18.191,16.512,16.433,24.539,10.765,15.887,23.571,12.962,15.068,20.508,25.541,29.124,18.911,14.676,17.293,19.92,25.564,19.889,0,15.573,15.323,12.934,18.292,15.145,0,0,0,21.137,0,20.779,0,0,0,0,0,0,22.635,0,16.613,14.464,15.306,18.159,14.732,15.991,12.815,9.24,19.894,8.914,17.13,9.257,8.189,11.549,11.73,20.78,12.394,16.871,10.412,9.293,16.079,12.099,11.296,11.569,10.773,16.862
287.1863,45.164,55.826,33.06,42.561,26.577,57.751,50.565,50.286,33.752,46.949,52.886,47.751,33.698,67.693,57.326,61.794,62.411,44.047,53.732,50.105,25.184,36.169,28.462,46.256,27.254,38.399,42.155,45.752,55.1,48.995,57.091,31.934,52.144,21.707,61.276,43.356,44.182,45.706,40.483,42.173,28.153,55.69,37.229,24.596,25.997,47.291,26.682,22.481,53.872,38.668,27.502,21.662,37.049,37.668,14.598,31.348,40.619,33.094,33.859,48.858,57.232,34.522,50.172,18.681,40.96,27.911,50.05,50.535,51.602,33.565,54.807,22.977,56.681,28.636,78.23,31.703,47.31,20.003,43.881,16.563,32.297,42.115,23.501,27.483,32.154,22.795,28.918,35.258,30.209,42.459,19.351,50.335,44.926,37.79,26.734,23.886,20.044,25.201,53.179,18.524,45.838,46.734,35.418
553.3982,0,3.818,0,0,0,0,0,0,0,0,0,4.943,0,0,5.266,0,0,3.422,0,1.062,1.565,4.836,1.948,1.293,0,2.725,2.24,1.875,0,3.089,3.461,2.427,2.05,2.552,1.261,2.351,0.803,2.555,1.04,1.376,1.841,5.277,2.83,3.601,1.688,2.633,0.985,1.879,0.875,1.348,0,1.804,4.423,2.188,1.349,4.796,1.966,4.415,5.468,4.167,0.571,1.709,4.221,1.987,1.129,0.998,0.656,0.711,0.408,0.24,2.041,0.801,0.219,0.499,0.189,2.732,1.475,2.686,1.24,1.481,0.864,3.478,4.026,0.899,1.991,7.172,4.087,1.775,2.303,3.421,1.951,1.622,0.803,3.138,1.276,1.177,1.666,4.02,4.17,0.63,1.556,1.166,1.698
